name,use,name_en,name_ch
S82.043B,1,"Displaced comminuted fracture of unspecified patella, initial encounter for open fracture type I or II",未明示側性髕骨粉碎移位第 I 或 第II型開放性骨折之初期照護
S82.043C,1,"Displaced comminuted fracture of unspecified patella, initial encounter for open fracture type IIIA, IIIB, or IIIC","未明示側性髕骨粉碎移位IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.043D,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with routine healing",未明示側性髕骨粉碎移位閉鎖性骨折癒合 之後續照護
S82.043E,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with routine healing",未明示側性髕骨粉碎移位第 I 或 第II型開放性骨折癒合之後續照護
S82.043F,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","未明示側性髕骨粉碎移位IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.043G,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with delayed healing",未明示側性髕骨粉碎移位閉鎖性骨折延遲癒合 之後續照護
S82.043H,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing",未明示側性髕骨粉碎移位第 I 或 第II型開放性骨折延遲癒合之後續照護
S82.043J,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","未明示側性髕骨粉碎移位IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.043K,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with nonunion",未明示側性髕骨粉碎移位閉鎖性骨折未癒合 之後續照護
S82.043M,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with nonunion",未明示側性髕骨粉碎移位第 I 或 第II型開放性骨折未癒合之後續照護
S82.043N,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","未明示側性髕骨粉碎移位IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.043P,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with malunion",未明示側性髕骨粉碎移位閉鎖性骨折癒合不良 之後續照護
S82.043Q,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with malunion",未明示側性髕骨粉碎移位第 I 或 第II型開放性骨折癒合不良之後續照護
S82.043R,1,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","未明示側性髕骨粉碎移位IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.043S,1,"Displaced comminuted fracture of unspecified patella, sequela",未明示側性髕骨粉碎移位性骨折 之後遺症
S82.044,0,Nondisplaced comminuted fracture of right patella,右側髕骨粉碎非移位性骨折
S82.044A,1,"Nondisplaced comminuted fracture of right patella, initial encounter for closed fracture",右側髕骨粉碎非移位閉鎖性骨折之初期照護
S82.044B,1,"Nondisplaced comminuted fracture of right patella, initial encounter for open fracture type I or II",右側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折之初期照護
S82.044C,1,"Nondisplaced comminuted fracture of right patella, initial encounter for open fracture type IIIA, IIIB, or IIIC","右側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.044D,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for closed fracture with routine healing",右側髕骨粉碎非移位閉鎖性骨折癒合之後續照護
S82.044E,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type I or II with routine healing",右側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折癒合之後續照護
S82.044F,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","右側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.044G,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for closed fracture with delayed healing",右側髕骨粉碎非移位閉鎖性骨折延遲癒合之後續照護
S82.044H,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type I or II with delayed healing",右側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折延遲癒合之後續照護
S82.044J,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","右側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.044K,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for closed fracture with nonunion",右側髕骨粉碎非移位閉鎖性骨折未癒合之後續照護
S82.044M,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type I or II with nonunion",右側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折未癒合之後續照護
S82.044N,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","右側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.044P,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for closed fracture with malunion",右側髕骨粉碎非移位閉鎖性骨折癒合不良之後續照護
S82.044Q,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type I or II with malunion",右側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折癒合不良之後續照護
S82.044R,1,"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","右側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.044S,1,"Nondisplaced comminuted fracture of right patella, sequela",右側髕骨粉碎非移位性骨折之後遺症
S82.045,0,Nondisplaced comminuted fracture of left patella,左側髕骨粉碎非移位性骨折
S82.045A,1,"Nondisplaced comminuted fracture of left patella, initial encounter for closed fracture",左側髕骨粉碎非移位閉鎖性骨折之初期照護
S82.045B,1,"Nondisplaced comminuted fracture of left patella, initial encounter for open fracture type I or II",左側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折之初期照護
S82.045C,1,"Nondisplaced comminuted fracture of left patella, initial encounter for open fracture type IIIA, IIIB, or IIIC","左側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.045D,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for closed fracture with routine healing",左側髕骨粉碎非移位閉鎖性骨折癒合之後續照護
S82.045E,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type I or II with routine healing",左側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折癒合之後續照護
S82.045F,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","左側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.045G,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for closed fracture with delayed healing",左側髕骨粉碎非移位閉鎖性骨折延遲癒合之後續照護
S82.045H,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type I or II with delayed healing",左側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折延遲癒合之後續照護
S82.045J,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","左側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.045K,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for closed fracture with nonunion",左側髕骨粉碎非移位閉鎖性骨折未癒合之後續照護
S82.045M,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type I or II with nonunion",左側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折未癒合之後續照護
S82.045N,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","左側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.045P,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for closed fracture with malunion",左側髕骨粉碎非移位閉鎖性骨折癒合不良之後續照護
S82.045Q,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type I or II with malunion",左側髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折癒合不良之後續照護
S82.045R,1,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","左側髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.045S,1,"Nondisplaced comminuted fracture of left patella, sequela",左側髕骨粉碎非移位性骨折之後遺症
S82.046,0,Nondisplaced comminuted fracture of unspecified patella,未明示側性髕骨粉碎非移位性骨折
S82.046A,1,"Nondisplaced comminuted fracture of unspecified patella, initial encounter for closed fracture",未明示側性髕骨粉碎非移位閉鎖性骨折之初期照護
S82.046B,1,"Nondisplaced comminuted fracture of unspecified patella, initial encounter for open fracture type I or II",未明示側性髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折之初期照護
S82.046C,1,"Nondisplaced comminuted fracture of unspecified patella, initial encounter for open fracture type IIIA, IIIB, or IIIC","未明示側性髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.046D,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with routine healing",未明示側性髕骨粉碎非移位閉鎖性骨折癒合之後續照護
S82.046E,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with routine healing",未明示側性髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折癒合之後續照護
S82.046F,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","未明示側性髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.046G,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with delayed healing",未明示側性髕骨粉碎非移位閉鎖性骨折延遲癒合之後續照護
S82.046H,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing",未明示側性髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折延遲癒合之後續照護
S82.046J,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","未明示側性髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.046K,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with nonunion",未明示側性髕骨粉碎非移位閉鎖性骨折未癒合之後續照護
S82.046M,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with nonunion",未明示側性髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折未癒合之後續照護
S82.046N,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","未明示側性髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.046P,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with malunion",未明示側性髕骨粉碎非移位閉鎖性骨折癒合不良之後續照護
S82.046Q,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with malunion",未明示側性髕骨粉碎非移位第 I 或 II型開放性粉碎無]移位性骨折癒合不良之後續照護
S82.046R,1,"Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","未明示側性髕骨粉碎非移位IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.046S,1,"Nondisplaced comminuted fracture of unspecified patella, sequela",未明示側性髕骨粉碎非移位性骨折之後遺症
S82.09,0,Other fracture of patella,髕骨其他骨折
S82.091,0,Other fracture of right patella,右側髕骨其他骨折
S82.091A,1,"Other fracture of right patella, initial encounter for closed fracture",右側髕骨其他閉鎖性骨折之初期照護
S82.091B,1,"Other fracture of right patella, initial encounter for open fracture type I or II",右側髕骨其他第 I 或 第II型開放性骨折之初期照護
S82.091C,1,"Other fracture of right patella, initial encounter for open fracture type IIIA, IIIB, or IIIC","右側髕骨其他IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.091D,1,"Other fracture of right patella, subsequent encounter for closed fracture with routine healing",右側髕骨其他閉鎖性骨折癒合之後續照護
S82.091E,1,"Other fracture of right patella, subsequent encounter for open fracture type I or II with routine healing",右側髕骨其他第 I 或 第II型開放性骨折癒合之後續照護
S82.091F,1,"Other fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","右側髕骨其他IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.091G,1,"Other fracture of right patella, subsequent encounter for closed fracture with delayed healing",右側髕骨其他閉鎖性骨折延遲癒合之後續照護
S82.091H,1,"Other fracture of right patella, subsequent encounter for open fracture type I or II with delayed healing",右側髕骨其他第 I 或 第II型開放性骨折延遲癒合之後續照護
S82.091J,1,"Other fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","右側髕骨其他IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.091K,1,"Other fracture of right patella, subsequent encounter for closed fracture with nonunion",右側髕骨其他閉鎖性骨折未癒合之後續照護
S82.091M,1,"Other fracture of right patella, subsequent encounter for open fracture type I or II with nonunion",右側髕骨其他第 I 或 第II型開放性骨折未癒合之後續照護
S82.091N,1,"Other fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","右側髕骨其他IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.091P,1,"Other fracture of right patella, subsequent encounter for closed fracture with malunion",右側髕骨其他閉鎖性骨折癒合不良之後續照護
S82.091Q,1,"Other fracture of right patella, subsequent encounter for open fracture type I or II with malunion",右側髕骨其他第 I 或 第II型開放性骨折癒合不良之後續照護
S82.091R,1,"Other fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","右側髕骨其他IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.091S,1,"Other fracture of right patella, sequela",右側髕骨其他骨折之後遺症
S82.092,0,Other fracture of left patella,左側髕骨其他骨折
S82.092A,1,"Other fracture of left patella, initial encounter for closed fracture",左側髕骨其他閉鎖性骨折之初期照護
S82.092B,1,"Other fracture of left patella, initial encounter for open fracture type I or II",左側髕骨其他第 I 或 第II型開放性骨折之初期照護
S82.092C,1,"Other fracture of left patella, initial encounter for open fracture type IIIA, IIIB, or IIIC","左側髕骨其他IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.092D,1,"Other fracture of left patella, subsequent encounter for closed fracture with routine healing",左側髕骨其他閉鎖性骨折癒合之後續照護
S82.092E,1,"Other fracture of left patella, subsequent encounter for open fracture type I or II with routine healing",左側髕骨其他第 I 或 第II型開放性骨折癒合之後續照護
S82.092F,1,"Other fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","左側髕骨其他IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.092G,1,"Other fracture of left patella, subsequent encounter for closed fracture with delayed healing",左側髕骨其他閉鎖性骨折延遲癒合之後續照護
S82.092H,1,"Other fracture of left patella, subsequent encounter for open fracture type I or II with delayed healing",左側髕骨其他第 I 或 第II型開放性骨折延遲癒合之後續照護
S82.092J,1,"Other fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","左側髕骨其他IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.092K,1,"Other fracture of left patella, subsequent encounter for closed fracture with nonunion",左側髕骨其他閉鎖性骨折未癒合之後續照護
S82.092M,1,"Other fracture of left patella, subsequent encounter for open fracture type I or II with nonunion",左側髕骨其他第 I 或 第II型開放性骨折未癒合之後續照護
S82.092N,1,"Other fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","左側髕骨其他IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.092P,1,"Other fracture of left patella, subsequent encounter for closed fracture with malunion",左側髕骨其他閉鎖性骨折癒合不良之後續照護
S82.092Q,1,"Other fracture of left patella, subsequent encounter for open fracture type I or II with malunion",左側髕骨其他第 I 或 第II型開放性骨折癒合不良之後續照護
S82.092R,1,"Other fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","左側髕骨其他IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.092S,1,"Other fracture of left patella, sequela",左側髕骨其他骨折之後遺症
S82.099,0,Other fracture of unspecified patella,未明示側性髕骨其他骨折
S82.099A,1,"Other fracture of unspecified patella, initial encounter for closed fracture",未明示側性髕骨其他閉鎖性骨折之初期照護
S82.099B,1,"Other fracture of unspecified patella, initial encounter for open fracture type I or II",未明示側性髕骨其他第 I 或 第II型開放性骨折之初期照護
S82.099C,1,"Other fracture of unspecified patella, initial encounter for open fracture type IIIA, IIIB, or IIIC","未明示側性髕骨其他IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.099D,1,"Other fracture of unspecified patella, subsequent encounter for closed fracture with routine healing",未明示側性髕骨其他閉鎖性骨折癒合之後續照護
S82.099E,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type I or II with routine healing",未明示側性髕骨其他第 I 或 第II型開放性骨折癒合之後續照護
S82.099F,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","未明示側性髕骨其他IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.099G,1,"Other fracture of unspecified patella, subsequent encounter for closed fracture with delayed healing",未明示側性髕骨其他閉鎖性骨折延遲癒合之後續照護
S82.099H,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing",未明示側性髕骨其他第 I 或 第II型開放性骨折延遲癒合之後續照護
S82.099J,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","未明示側性髕骨其他IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.099K,1,"Other fracture of unspecified patella, subsequent encounter for closed fracture with nonunion",未明示側性髕骨其他閉鎖性骨折未癒合之後續照護
S82.099M,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type I or II with nonunion",未明示側性髕骨其他第 I 或 第II型開放性骨折未癒合之後續照護
S82.099N,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","未明示側性髕骨其他IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.099P,1,"Other fracture of unspecified patella, subsequent encounter for closed fracture with malunion",未明示側性髕骨其他閉鎖性骨折癒合不良之後續照護
S82.099Q,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type I or II with malunion",未明示側性髕骨其他第 I 或 第II型開放性骨折癒合不良之後續照護
S82.099R,1,"Other fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","未明示側性髕骨其他IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.099S,1,"Other fracture of unspecified patella, sequela",未明示側性髕骨其他骨折之後遺症
S82.1,0,Fracture of upper end of tibia,脛骨上端骨折
S82.10,0,Unspecified fracture of upper end of tibia,脛骨上端骨折
S82.101,0,Unspecified fracture of upper end of right tibia,右側脛骨上端骨折
S82.101A,1,"Unspecified fracture of upper end of right tibia, initial encounter for closed fracture",右側脛骨上端閉鎖性骨折之初期照護
S82.101B,1,"Unspecified fracture of upper end of right tibia, initial encounter for open fracture type I or II",右側脛骨上端第 I 或第 II型開放性骨折之初期照護
S82.101C,1,"Unspecified fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","右側脛骨上端IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.101D,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with routine healing",右側脛骨上端閉鎖性骨折癒合之後續照護
S82.101E,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with routine healing",右側脛骨上端第 I 或第 II型開放性骨折癒合之後續照護
S82.101F,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","右側脛骨上端IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.101G,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with delayed healing",右側脛骨上端閉鎖性骨折延遲癒合之後續照護
S82.101H,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with delayed healing",右側脛骨上端第 I 或第 II型開放性骨折延遲癒合之後續照護
S82.101J,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","右側脛骨上端IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.101K,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with nonunion",右側脛骨上端閉鎖性骨折未癒合之後續照護
S82.101M,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with nonunion",右側脛骨上端第 I 或第 II型開放性骨折未癒合之後續照護
S82.101N,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","右側脛骨上端IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.101P,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with malunion",右側脛骨上端閉鎖性骨折癒合不良之後續照護
S82.101Q,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with malunion",右側脛骨上端第 I 或第 II型開放性骨折癒合不良之後續照護
S82.101R,1,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","右側脛骨上端IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.101S,1,"Unspecified fracture of upper end of right tibia, sequela",右側脛骨上端骨折之後遺症
S82.102,0,Unspecified fracture of upper end of left tibia,左側脛骨上端骨折
S82.102A,1,"Unspecified fracture of upper end of left tibia, initial encounter for closed fracture",左側脛骨上端閉鎖性骨折之初期照護
S82.102B,1,"Unspecified fracture of upper end of left tibia, initial encounter for open fracture type I or II",左側脛骨上端第 I 或第 II型開放性骨折之初期照護
S82.102C,1,"Unspecified fracture of upper end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","左側脛骨上端IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.102D,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with routine healing",左側脛骨上端閉鎖性骨折癒合之後續照護
S82.102E,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with routine healing",左側脛骨上端第 I 或第 II型開放性骨折癒合之後續照護
S82.102F,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","左側脛骨上端IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.102G,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with delayed healing",左側脛骨上端閉鎖性骨折延遲癒合之後續照護
S82.102H,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with delayed healing",左側脛骨上端第 I 或第 II型開放性骨折延遲癒合之後續照護
S82.102J,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","左側脛骨上端IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.102K,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with nonunion",左側脛骨上端閉鎖性骨折未癒合之後續照護
S82.102M,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with nonunion",左側脛骨上端第 I 或第 II型開放性骨折未癒合之後續照護
S82.102N,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","左側脛骨上端IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.102P,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with malunion",左側脛骨上端閉鎖性骨折癒合不良之後續照護
S82.102Q,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with malunion",左側脛骨上端第 I 或第 II型開放性骨折癒合不良之後續照護
S82.102R,1,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","左側脛骨上端IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.102S,1,"Unspecified fracture of upper end of left tibia, sequela",左側脛骨上端骨折之後遺症
S82.109,0,Unspecified fracture of upper end of unspecified tibia,未明示側性脛骨上端骨折
S82.109A,1,"Unspecified fracture of upper end of unspecified tibia, initial encounter for closed fracture",未明示側性脛骨上端閉鎖性骨折之初期照護
S82.109B,1,"Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type I or II",未明示側性脛骨上端第 I 或第 II型開放性骨折之初期照護
S82.109C,1,"Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","未明示側性脛骨上端IIIA,IIIB,或IIIC型開放性骨折之初期照護"
S82.109D,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with routine healing",未明示側性脛骨上端閉鎖性骨折癒合之後續照護
S82.109E,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing",未明示側性脛骨上端第 I 或第 II型開放性骨折癒合之後續照護
S82.109F,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","未明示側性脛骨上端IIIA,IIIB,或IIIC型開放性骨折癒合之後續照護"
S82.109G,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with delayed healing",未明示側性脛骨上端閉鎖性骨折延遲癒合之後續照護
S82.109H,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing",未明示側性脛骨上端第 I 或第 II型開放性骨折延遲癒合之後續照護
S82.109J,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing","未明示側性脛骨上端IIIA,IIIB,或IIIC型開放性骨折延遲癒合之後續照護"
S82.109K,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with nonunion",未明示側性脛骨上端閉鎖性骨折未癒合之後續照護
S82.109M,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion",未明示側性脛骨上端第 I 或第 II型開放性骨折未癒合之後續照護
S82.109N,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","未明示側性脛骨上端IIIA,IIIB,或IIIC型開放性骨折未癒合之後續照護"
S82.109P,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with malunion",未明示側性脛骨上端閉鎖性骨折癒合不良之後續照護
S82.109Q,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with malunion",未明示側性脛骨上端第 I 或第 II型開放性骨折癒合不良之後續照護
S82.109R,1,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion","未明示側性脛骨上端IIIA,IIIB,或IIIC型開放性骨折癒合不良之後續照護"
S82.109S,1,"Unspecified fracture of upper end of unspecified tibia, sequela",未明示側性脛骨上端骨折之後遺症
S82.11,0,Fracture of tibial spine,脛骨棘骨折
S82.111,0,Displaced fracture of right tibial spine,右側脛骨棘移位性骨折
