name,use,name_en,name_ch
C75,0,Malignant neoplasm of other endocrine glands and related structures,內分泌腺及相關結構惡性腫瘤
C75.0,1,Malignant neoplasm of parathyroid gland,副甲狀腺惡性腫瘤
C75.1,1,Malignant neoplasm of pituitary gland,腦下腺惡性腫瘤
C75.2,1,Malignant neoplasm of craniopharyngeal duct,顱咽管惡性腫瘤
C75.3,1,Malignant neoplasm of pineal gland,松果腺惡性腫瘤
C75.4,1,Malignant neoplasm of carotid body,頸動脈體惡性腫瘤
C75.5,1,Malignant neoplasm of aortic body and other paraganglia,主動脈體及其他副神經節之惡性腫瘤
C75.8,1,"Malignant neoplasm with pluriglandular involvement, unspecified",多腺體侵犯之惡性腫瘤
C75.9,1,"Malignant neoplasm of endocrine gland, unspecified",內分泌腺惡性腫瘤
C76,0,Malignant neoplasm of other and ill-defined sites,其他及界定不明部位之惡性腫瘤
C76.0,1,"Malignant neoplasm of head, face and neck",頭，顏面及頸之惡性腫瘤
C76.1,1,Malignant neoplasm of thorax,胸部惡性腫瘤
C76.2,1,Malignant neoplasm of abdomen,腹部惡性腫瘤
C76.3,1,Malignant neoplasm of pelvis,骨盆惡性腫瘤
C76.4,0,Malignant neoplasm of upper limb,上肢惡性腫瘤
C76.40,1,Malignant neoplasm of unspecified upper limb,未明示側性上肢惡性腫瘤
C76.41,1,Malignant neoplasm of right upper limb,右側上肢惡性腫瘤
C76.42,1,Malignant neoplasm of left upper limb,左側上肢惡性腫瘤
C76.5,0,Malignant neoplasm of lower limb,下肢惡性腫瘤
C76.50,1,Malignant neoplasm of unspecified lower limb,未明示側性下肢惡性腫瘤
C76.51,1,Malignant neoplasm of right lower limb,右側下肢惡性腫瘤
C76.52,1,Malignant neoplasm of left lower limb,左側下肢惡性腫瘤
C76.8,1,Malignant neoplasm of other specified ill-defined sites,其他特定界定不明部位之惡性腫瘤
C77,0,Secondary and unspecified malignant neoplasm of lymph nodes,淋巴結之續發性及未明性惡性腫瘤
C77.0,1,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",頭，顏面及頸部淋巴結之續發性及未明性惡性腫瘤
C77.1,1,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,胸腔內淋巴結之續發性及未明性惡性腫瘤
C77.2,1,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,腹腔內淋巴結之續發性及未明性惡性腫瘤
C77.3,1,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,腋窩及上肢淋巴結之續發性及未明性惡性腫瘤
C77.4,1,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,鼠蹊及下肢淋巴結之續發性及未明性惡性腫瘤
C77.5,1,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,骨盆內淋巴結之續發性及未明性惡性腫瘤
C77.8,1,Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,多發部位淋巴結之續發性及未明性惡性腫瘤
C77.9,1,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",未明示部位淋巴結之續發性及未明性惡性腫瘤
C78,0,Secondary malignant neoplasm of respiratory and digestive organs,呼吸及消化器官之續發性惡性腫瘤
C78.0,0,Secondary malignant neoplasm of lung,肺續發性惡性腫瘤
C78.00,1,Secondary malignant neoplasm of unspecified lung,未明示側性肺續發性惡性腫瘤
C78.01,1,Secondary malignant neoplasm of right lung,右側肺續發性惡性腫瘤
C78.02,1,Secondary malignant neoplasm of left lung,左側肺續發性惡性腫瘤
C78.1,1,Secondary malignant neoplasm of mediastinum,縱膈之續發性惡性腫瘤
C78.2,1,Secondary malignant neoplasm of pleura,胸(肋)膜之續發性惡性腫瘤
C78.3,0,Secondary malignant neoplasm of other and unspecified respiratory organs,其他及未明示呼吸器官之續發性惡性腫瘤
C78.30,1,Secondary malignant neoplasm of unspecified respiratory organ,未明示呼吸器官之續發性惡性腫瘤
C78.39,1,Secondary malignant neoplasm of other respiratory organs,其他呼吸器官之續發性惡性腫瘤
C78.4,1,Secondary malignant neoplasm of small intestine,小腸續發性惡性腫瘤
C78.5,1,Secondary malignant neoplasm of large intestine and rectum,大腸及直腸之續發性惡性腫瘤
C78.6,1,Secondary malignant neoplasm of retroperitoneum and peritoneum,後腹腔及腹膜之續發性惡性腫瘤
C78.7,1,Secondary malignant neoplasm of liver and intrahepatic bile duct,肝及肝內膽管之續發性惡性腫瘤
C78.8,0,Secondary malignant neoplasm of other and unspecified digestive organs,其他及未明示消化器官之續發性惡性腫瘤
C78.80,1,Secondary malignant neoplasm of unspecified digestive organ,未明示消化器官之續發性惡性腫瘤
C78.89,1,Secondary malignant neoplasm of other digestive organs,其他消化器官之續發性惡性腫瘤
C79,0,Secondary malignant neoplasm of other and unspecified sites,其他及未明示部位之續發性惡性腫瘤
C79.0,0,Secondary malignant neoplasm of kidney and renal pelvis,腎及腎盂之續發性惡性腫瘤
C79.00,1,Secondary malignant neoplasm of unspecified kidney and renal pelvis,未明示側性腎及腎盂之續發性惡性腫瘤
C79.01,1,Secondary malignant neoplasm of right kidney and renal pelvis,右側腎及腎盂之續發性惡性腫瘤
C79.02,1,Secondary malignant neoplasm of left kidney and renal pelvis,左側腎及腎盂之續發性惡性腫瘤
C79.1,0,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,其他及未明示膀胱與泌尿器官之續發性惡性腫瘤
C79.10,1,Secondary malignant neoplasm of unspecified urinary organs,未明示泌尿器官之續發性惡性腫瘤
C79.11,1,Secondary malignant neoplasm of bladder,膀胱續發性惡性腫瘤
C79.19,1,Secondary malignant neoplasm of other urinary organs,其他泌尿器官之續發性惡性腫瘤
C79.2,1,Secondary malignant neoplasm of skin,皮膚之續發性惡性腫瘤
C79.3,0,Secondary malignant neoplasm of brain and cerebral meninges,腦及腦膜續發性惡性腫瘤
C79.31,1,Secondary malignant neoplasm of brain,腦續發性惡性腫瘤
C79.32,1,Secondary malignant neoplasm of cerebral meninges,腦膜續發性惡性腫瘤
C79.4,0,Secondary malignant neoplasm of other and unspecified parts of nervous system,神經系統其他及未明示部位之續發性惡性腫瘤
C79.40,1,Secondary malignant neoplasm of unspecified part of nervous system,神經系統未明示部位之續發性惡性腫瘤
C79.49,1,Secondary malignant neoplasm of other parts of nervous system,神經系統其他部位之續發性惡性腫瘤
C79.5,0,Secondary malignant neoplasm of bone and bone marrow,骨骼及骨髓續發性惡性腫瘤
C79.51,1,Secondary malignant neoplasm of bone,骨骼續發性惡性腫瘤
C79.52,1,Secondary malignant neoplasm of bone marrow,骨髓續發性惡性腫瘤
C79.6,0,Secondary malignant neoplasm of ovary,卵巢續發性惡性腫瘤
C79.60,1,Secondary malignant neoplasm of unspecified ovary,未明示側性卵巢續發性惡性腫瘤
C79.61,1,Secondary malignant neoplasm of right ovary,右側卵巢續發性惡性腫瘤
C79.62,1,Secondary malignant neoplasm of left ovary,左側卵巢續發性惡性腫瘤
C79.7,0,Secondary malignant neoplasm of adrenal gland,腎上腺之續發性惡性腫瘤
C79.70,1,Secondary malignant neoplasm of unspecified adrenal gland,未明示側性腎上腺之續發性惡性腫瘤
C79.71,1,Secondary malignant neoplasm of right adrenal gland,右側腎上腺之續發性惡性腫瘤
C79.72,1,Secondary malignant neoplasm of left adrenal gland,左側腎上腺之續發性惡性腫瘤
C79.8,0,Secondary malignant neoplasm of other specified sites,其他特定部位之續發性惡性腫瘤
C79.81,1,Secondary malignant neoplasm of breast,乳房之續發性惡性腫瘤
C79.82,1,Secondary malignant neoplasm of genital organs,生殖器官之續發性惡性腫瘤
C79.89,1,Secondary malignant neoplasm of other specified sites,其他特定部位之續發性惡性腫瘤
C79.9,1,Secondary malignant neoplasm of unspecified site,未明示部位之續發性惡性腫瘤
C7A,0,Malignant neuroendocrine tumors,惡性神經內分泌腫瘤
C7A.0,0,Malignant carcinoid tumors,惡性類癌
C7A.00,1,Malignant carcinoid tumor of unspecified site,未明示部位之惡性類癌
C7A.01,0,Malignant carcinoid tumors of the small intestine,小腸惡性類癌
C7A.010,1,Malignant carcinoid tumor of the duodenum,十二指腸惡性類癌
C7A.011,1,Malignant carcinoid tumor of the jejunum,空腸惡性類癌
C7A.012,1,Malignant carcinoid tumor of the ileum,迴腸惡性類癌
C7A.019,1,"Malignant carcinoid tumor of the small intestine, unspecified portion",未明示部位小腸惡性類癌
C7A.02,0,"Malignant carcinoid tumors of the appendix, large intestine, and rectum",闌尾、大腸及直腸惡性類癌
C7A.020,1,Malignant carcinoid tumor of the appendix,闌尾惡性類癌
C7A.021,1,Malignant carcinoid tumor of the cecum,盲腸惡性類癌
C7A.022,1,Malignant carcinoid tumor of the ascending colon,升結腸惡性類癌
C7A.023,1,Malignant carcinoid tumor of the transverse colon,橫結腸惡性類癌
C7A.024,1,Malignant carcinoid tumor of the descending colon,降結腸惡性類癌
C7A.025,1,Malignant carcinoid tumor of the sigmoid colon,乙狀結腸惡性類癌
C7A.026,1,Malignant carcinoid tumor of the rectum,直腸惡性類癌
C7A.029,1,"Malignant carcinoid tumor of the large intestine, unspecified portion",未明示部位大腸惡性類癌
C7A.09,0,Malignant carcinoid tumors of other sites,其他部位惡性類癌
C7A.090,1,Malignant carcinoid tumor of the bronchus and lung,支氣管及肺惡性類癌
C7A.091,1,Malignant carcinoid tumor of the thymus,胸腺惡性類癌
C7A.092,1,Malignant carcinoid tumor of the stomach,胃惡性類癌
C7A.093,1,Malignant carcinoid tumor of the kidney,腎惡性類癌
C7A.094,1,"Malignant carcinoid tumor of the foregut, unspecified",前腸惡性類癌
C7A.095,1,"Malignant carcinoid tumor of the midgut, unspecified",中腸惡性類癌
C7A.096,1,"Malignant carcinoid tumor of the hindgut, unspecified",後腸惡性類癌
C7A.098,1,Malignant carcinoid tumors of other sites,其他部位惡性類癌
C7A.1,1,Malignant poorly differentiated neuroendocrine tumors,分化不良型惡性神經內分泌腫瘤
C7A.8,1,Other malignant neuroendocrine tumors,其他惡性神經內分泌腫瘤
C7B,0,Secondary neuroendocrine tumors,續發性神經內分泌腫瘤
C7B.0,0,Secondary carcinoid tumors,續發性惡性類癌
C7B.00,1,"Secondary carcinoid tumors, unspecified site",未明示部位續發性惡性類癌
C7B.01,1,Secondary carcinoid tumors of distant lymph nodes,遠處淋巴結續發性惡性類癌
C7B.02,1,Secondary carcinoid tumors of liver,肝之續發性惡性類癌
C7B.03,1,Secondary carcinoid tumors of bone,骨骼之續發性惡性類癌
C7B.04,1,Secondary carcinoid tumors of peritoneum,腹膜之續發性惡性類癌
C7B.09,1,Secondary carcinoid tumors of other sites,其他部位之續發性惡性類癌
C7B.1,1,Secondary Merkel cell carcinoma,續發性Merkel細胞癌
C7B.8,1,Other secondary neuroendocrine tumors,其他續發性惡性神經外胚層腫瘤
C80,0,Malignant neoplasm without specification of site,惡性腫瘤未明示部位
C80.0,1,"Disseminated malignant neoplasm, unspecified",未明示瀰漫性惡性腫瘤
C80.1,1,"Malignant (primary) neoplasm, unspecified",未明示惡性腫瘤（原發性）
C80.2,1,Malignant neoplasm associated with transplanted organ,與移植器官相關之惡性腫瘤
C81,0,Hodgkin lymphoma,何杰金淋巴瘤
C81.0,0,Nodular lymphocyte predominant Hodgkin lymphoma,結節性淋巴球為主之何杰金淋巴瘤
C81.00,1,"Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site",結節性淋巴球為主之Hodgkin(何杰金)淋巴瘤，未明示部位
C81.01,1,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck","頭,臉及頸部淋巴結結節性淋巴球為主之Hodgkin(何杰金)淋巴瘤"
C81.02,1,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes",胸腔內淋巴結結節性淋巴球為主之何杰金淋巴瘤
C81.03,1,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",腹腔內淋巴結結節性淋巴球為主之何杰金淋巴瘤
C81.04,1,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",腋窩及上肢淋巴結結節性淋巴球為主之何杰金淋巴瘤
C81.05,1,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",腹股溝及下肢淋巴結結節性淋巴球為主之何杰金淋巴瘤
C81.06,1,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",骨盆內淋巴結結節性淋巴球為主之何杰金淋巴瘤
C81.07,1,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen",脾臟內淋巴結結節性淋巴球為主之何杰金淋巴瘤
C81.08,1,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",多部位淋巴結結節性淋巴球為主之何杰金淋巴瘤
C81.09,1,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites",淋巴結外、實質器官結節性淋巴球為主之何杰金淋巴瘤
C81.1,0,Nodular sclerosis Hodgkin lymphoma,結節硬化性何杰金淋巴瘤
C81.10,1,"Nodular sclerosis Hodgkin lymphoma, unspecified site",未明示部位之結節硬化性何杰金淋巴瘤
C81.11,1,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",頭，臉及頸部淋巴結之結節硬化性何杰金淋巴瘤
C81.12,1,"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes",胸腔內淋巴結之結節硬化性何杰金淋巴瘤
C81.13,1,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",腹腔內淋巴結之結節硬化性何杰金淋巴瘤
C81.14,1,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",腋窩及上肢淋巴結之結節硬化性何杰金淋巴瘤
C81.15,1,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",腹股溝及下肢淋巴結之結節硬化性何杰金淋巴瘤
C81.16,1,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes",骨盆內淋巴結之結節硬化性何杰金淋巴瘤
C81.17,1,"Nodular sclerosis Hodgkin lymphoma, spleen",脾臟之結節硬化性何杰金淋巴瘤
C81.18,1,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",多發部位淋巴結之結節硬化性何杰金淋巴瘤
C81.19,1,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",淋巴結外、實質器官之結節硬化性何杰金淋巴瘤
C81.2,0,Mixed cellularity Hodgkin lymphoma,混合細胞何杰金淋巴瘤
C81.20,1,"Mixed cellularity Hodgkin lymphoma, unspecified site",未明示部位之混合細胞何杰金淋巴瘤
C81.21,1,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",頭，臉及頸部淋巴結之混合細胞何杰金淋巴瘤
C81.22,1,"Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes",胸腔內淋巴結之混合細胞何杰金淋巴瘤
C81.23,1,"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes",腹腔內淋巴結之混合細胞何杰金淋巴瘤
C81.24,1,"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb",腋窩及上肢淋巴結之混合細胞何杰金淋巴瘤
C81.25,1,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",腹股溝及下肢淋巴結之混合細胞何杰金淋巴瘤
C81.26,1,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes",骨盆內淋巴結之混合細胞何杰金淋巴瘤
C81.27,1,"Mixed cellularity Hodgkin lymphoma, spleen",脾臟之混合細胞何杰金淋巴瘤
C81.28,1,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",多處淋巴結之混合細胞何杰金淋巴瘤
C81.29,1,"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites",結節外實體器官之混合細胞何杰金淋巴瘤
C81.3,0,Lymphocyte depleted Hodgkin lymphoma,淋巴球缺乏何杰金淋巴瘤
C81.30,1,"Lymphocyte depleted Hodgkin lymphoma, unspecified site",未明示部位之淋巴球缺乏何杰金淋巴瘤
C81.31,1,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck",頭，臉及頸部淋巴結之淋巴球缺乏何杰金淋巴瘤
C81.32,1,"Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes",胸腔內淋巴結之淋巴球缺乏何杰金淋巴瘤
